,Strain,SOK5,Orientation,Zone,oX,dX,oY,dY,Normalized SOK5,Relative SOK5 (mean),Relative SOK5 (median),Normalized strain,Relative strain (mean),Relative strain (median)
134,0.0829064749757504,0.26057900216515323,anticlinal,ground,849.0,923.0,754.0,802.0,0.2117188089218402,0.6464007605704295,0.671248647834929,0.3870241202179166,1.015810760514814,1.035239111946295
135,0.08663223639449341,0.3041848124923798,anticlinal,ground,923.0,937.0,802.0,811.0,0.2594778518013601,0.7545707540334657,0.7835767363481617,0.4101474901065384,1.061460615262312,1.0817620637855987
136,0.058968224139155076,0.34627083492608224,periclinal,ground,923.0,955.0,802.0,759.0,0.305572354688849,0.85897071214401,0.8919898679383598,0.23845501812872413,0.7225075800958085,0.7363262279420828
137,0.07531793345259741,0.21374835225956437,anticlinal,ground,955.0,1023.0,759.0,759.0,0.16042777682925854,0.5302311250071067,0.550613407983814,0.3399269948699835,0.9228322309357071,0.9404822791453068
138,0.049916853485770483,0.2550932528097841,periclinal,boundary,1023.0,1034.0,759.0,823.0,0.20571056972795027,0.6327926320330353,0.6571174177413428,0.18227906693541307,0.6116057511396817,0.6233032955372569
139,0.07834189235343347,0.1310840132568099,anticlinal,ground,907.0,955.0,719.0,759.0,0.0698900782653886,0.32517127306414007,0.3376709785527619,0.3586947344896647,0.9598832573087653,0.9782419418010798
140,0.02574626388516396,0.21247386774412033,periclinal,boundary,1094.0,1087.0,831.0,719.0,0.15903190411950702,0.5270695972045091,0.5473303498687316,0.032267989750158606,0.3154558423241752,0.321489236735829
141,0.08887946258812242,0.17018843336782846,anticlinal,ground,1087.0,1145.0,719.0,725.0,0.11271899631200069,0.4221749713337632,0.4384035353044141,0.42409455666782525,1.0889947318613686,1.1098227966742593
142,0.0585726284620082,0.34367850301794384,periclinal,ground,1023.0,1052.0,759.0,715.0,0.30273311629768834,0.8525400891730555,0.88531204941262,0.23599981390577277,0.7176605479939554,0.7313864917198021
143,0.0950530149309964,0.2926501301121893,anticlinal,ground,1052.0,1087.0,715.0,719.0,0.2468445493523698,0.7259574452037394,0.7538635212135018,0.4624097675218806,1.1646361205747002,1.1869108992242734
144,0.0871757553788353,0.12886571125459317,anticlinal,ground,949.0,1019.0,679.0,696.0,0.06746049423407328,0.31966848086103306,0.33195665695698817,0.41352075777021663,1.0681200762151515,1.0885488932924694
145,0.07186668791221683,0.30770648227732966,anticlinal,ground,1019.0,1052.0,696.0,715.0,0.2633349427946197,0.7633067228128179,0.7926485190383513,0.31850736590361756,0.8805458792590404,0.8973871605869886
146,0.056285989669767555,0.11647032956893355,periclinal,ground,1019.0,1071.0,696.0,625.0,0.053884515230564034,0.2889200932987346,0.3000262898638505,0.22180813906350907,0.6896435289221875,0.7028336203872125
